oid_ktovet,id_ktovet,k_rechov,t_rechov,ms_bayit,knisa,t_bayit_veknisa,t_ktovet_melea,x,y,ms_gush,ms_chelka,k_status_hesder,UniqueId,lon,lat,date_import,garbage,cleaning,gezem,recycle_blue,recycle_orange,t_rechov_eng,Longitude,Latitude
87,93570,949,המשמר האזרחי,18, ,18 ,המשמר האזרחי 18 ,182032.8,669987.84,6628,102,0,527-93570,34.807871,32.122646,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HAMISHMAR HA'EZERAHI,34.80787015937831,32.122647475520345
88,134891,951,הנוטר,23, ,23 ,הנוטר 23 ,182072.61,669979.08,6628,119,0,527-134891,34.808293,32.122568,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HaNoter,34.808292376051725,32.122569750398505
89,93561,949,המשמר האזרחי,9, ,9 ,המשמר האזרחי 9 ,181985.47,669921.14,6628,83,0,527-93561,34.807372,32.122043,13/03/2026 00:44:42,כל השבוע,"ב, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,HAMISHMAR HA'EZERAHI,34.80737125031966,32.12204439517055
90,98778,2095,הרכש,30, ,30 ,הרכש 30 ,182160.25,669916.73,6627,558,0,527-98778,34.809224,32.122009,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,HAREKHESH,34.809223482884285,32.12201045417127
91,98776,2095,הרכש,28, ,28 ,הרכש 28 ,182160.14,669899.9,6627,559,0,527-98776,34.809224,32.121857,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,HAREKHESH,34.80922297864224,32.121858699694094
92,90735,852,מסקין אהרון,15, ,15 ,מסקין אהרון 15 ,182609.02,669882.03,6626,117,0,527-90735,34.813981,32.121711,13/03/2026 00:44:42,"א, ג, ה","ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,א,ג,MESKIN,34.81398014169036,32.12171226340525
93,94339,982,קהילת קובנה,10, ,10 ,קהילת קובנה 10 ,183200.3,669100.92,6625,551,0,527-94339,34.820276,32.114688,13/03/2026 00:44:42,"א, ג, ה","ב,ג,ד, ו",בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,QEHILAT KOVNA,34.8202751147708,32.11468759850722
94,97983,2024,בארט אהרון,10, ,10 ,בארט אהרון 10 ,181216.36,669100.59,6649,255,0,527-97983,34.799255,32.114617,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,"ג,ו",ד,BARTH,34.79925411068645,32.11461913245522
95,94346,982,קהילת קובנה,14, ,14 ,קהילת קובנה 14 ,183245.08,669085.78,6625,549,0,527-94346,34.820751,32.114553,13/03/2026 00:44:42,"א, ג, ה","ב,ג,ד, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ג,QEHILAT KOVNA,34.8207501704624,32.11455250303328
96,88363,801,בני אפרים,231, ,231 ,בני אפרים 231 ,182850.66,669079.11,6625,632,0,527-88363,34.816572,32.114479,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים א' ו- ג' 06:00 - 18:00,ד,ו,BNEY EFRAYIM,34.81657128708614,32.11447960793592
97,97980,2024,בארט אהרון,7, ,7 ,בארט אהרון 7 ,181180.19,669071.51,6649,252,0,527-97980,34.798873,32.114354,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,"ג,ו",ד,BARTH,34.798872008528384,32.11435568797489
98,120496,829,פתחיה מרגנשבורג,19, ,19 ,פתחיה מרגנשבורג 19 ,183915.88,669058.0,6623,420,0,527-120496,34.827859,32.114325,13/03/2026 00:44:42,"א, ג, ה","א, ג, ה",בימים א' ו- ג' 06:00 - 18:00,ה,לא קיים פינוי,PETAHYA MEREGENSBURG,34.82785870232792,32.11432331144052
99,88359,801,בני אפרים,229, ,229 ,בני אפרים 229 ,182842.88,669056.83,6625,633,0,527-88359,34.81649,32.114278,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים א' ו- ג' 06:00 - 18:00,ד,ו,BNEY EFRAYIM,34.8164896903533,32.11427842968401
100,97925,2022,טאגור רבינדרנת,13, ,13 ,טאגור רבינדרנת 13 ,180887.2,669035.7,6649,307,0,527-97925,34.79577,32.114021,13/03/2026 00:44:42,"א, ג, ה","א, ד",בימים ב' ו- ד' 06:00 - 18:00,ג,א,TAGORE,34.79576903288181,32.114022761343705
101,88626,804,רפידים,30,א,30א,רפידים 30א,182478.24,669034.45,6627,300,0,527-88626,34.812628,32.114064,13/03/2026 00:44:42,"א, ג, ה","א, ג, ה, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ו,REFIDIM,34.81262697858589,32.114064764529736
102,132420,806,מבצע קדש,21, ,21 ,מבצע קדש 21 ,182768.94,669022.69,6625,896,0,527-132420,34.815708,32.113968,13/03/2026 00:44:42,"א, ג, ה","א, ג, ה, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ו,MIVZA KADESH,34.81570758401182,32.113968157033405
103,88742,806,מבצע קדש,15,א,15א,מבצע קדש 15א,182697.39,669021.95,6627,484,0,527-88742,34.81495,32.113958,13/03/2026 00:44:42,"א, ג, ה","א, ג, ה, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ו,MIVZA KADESH,34.81494953574602,32.11395920537589
104,100384,2215,גרינברג אורי צבי,17, ,17 ,גרינברג אורי צבי 17 ,180718.68,670918.65,6620,17,0,527-100384,34.793908,32.130995,13/03/2026 00:44:42,כל השבוע,"א, ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ב,ה,GREENBERG,34.793907520731565,32.130996872643664
105,100021,2192,דרזנר יחיאל,23, ,23 ,דרזנר יחיאל 23 ,181824.64,670509.53,6628,759,0,527-100021,34.805645,32.127343,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,DREZNER DOV,34.8056439687863,32.127344969018985
106,135778,2192,דרזנר יחיאל,45, ,45 ,דרזנר יחיאל 45 ,181907.61,670507.86,6628,729,0,527-135778,34.806524,32.127331,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,DREZNER DOV,34.80652326004584,32.12733265839428
107,100042,2192,דרזנר יחיאל,63, ,63 ,דרזנר יחיאל 63 ,181981.75,670490.73,6628,732,0,527-100042,34.80731,32.127179,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,DREZNER DOV,34.807309601681844,32.127180696914635
108,100004,2192,דרזנר יחיאל,6, ,6 ,דרזנר יחיאל 6 ,181838.78,670455.25,6628,641,0,527-100004,34.805797,32.126854,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,DREZNER DOV,34.80579594682978,32.12685594956862
109,100126,2196,אלקחי מרדכי,52, ,52 ,אלקחי מרדכי 52 ,182165.47,670406.59,6628,766,0,527-100126,34.809261,32.126427,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,ELQAHI,34.80925974903683,32.12642803335356
110,100120,2196,אלקחי מרדכי,44, ,44 ,אלקחי מרדכי 44 ,182159.28,670372.2,6628,643,0,527-100120,34.809196,32.126116,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,ELQAHI,34.80919551708275,32.126117704589674
111,100080,2196,אלקחי מרדכי,8,א,8א,אלקחי מרדכי 8א,182051.41,670370.4,6628,665,0,527-100080,34.808053,32.126096,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,ELQAHI,34.808052443647505,32.1260979273478
112,100085,2196,אלקחי מרדכי,12, ,12 ,אלקחי מרדכי 12 ,182046.08,670335.81,6628,663,0,527-100085,34.807998,32.125784,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,ELQAHI,34.807997329829774,32.125785795004234
113,100097,2196,אלקחי מרדכי,21, ,21 ,אלקחי מרדכי 21 ,182071.31,670331.59,6628,662,0,527-100097,34.808266,32.125747,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,ELQAHI,34.80826490030961,32.125748588050634
114,135833,2207,קשאני אליעזר,3, ,3 ,קשאני אליעזר 3 ,181742.53,670280.3,6628,798,0,527-135833,34.804784,32.125273,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,KASHANI,34.804782860095244,32.125275059665064
115,100263,2207,קשאני אליעזר,4, ,4 ,קשאני אליעזר 4 ,181787.71,670274.2,6628,638,0,527-100263,34.805263,32.12522,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,KASHANI,34.80526177802781,32.125221618416354
116,100159,2200,נקר מאיר,5, ,5 ,נקר מאיר 5 ,181953.38,670142.19,6628,684,0,527-100159,34.807023,32.124035,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,NAQAR,34.807022532771654,32.124036663503404
117,93487,946,משמר הגבול,17, ,17 ,משמר הגבול 17 ,181707.97,670138.23,6628,827,0,527-93487,34.804423,32.123991,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,MISHMAR HA-GEVUL,34.80442219567506,32.12399282657659
118,93488,946,משמר הגבול,18, ,18 ,משמר הגבול 18 ,181711.6,670075.25,6628,565,0,527-93488,34.804464,32.123423,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,MISHMAR HA-GEVUL,34.80446308589206,32.12342497448869
119,93519,947,חיל המשמר,23, ,23 ,חיל המשמר 23 ,181757.47,670070.62,6628,29,0,527-93519,34.80495,32.123383,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HEL MISHMAR,34.80494938816365,32.12338480125914
120,93464,945,אפקים,26, ,26 ,אפקים 26 ,181850.8,670036.36,6628,68,0,527-93464,34.80594,32.123077,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,OFAKIN,34.805939692101546,32.12307892041075
121,93461,945,אפקים,23, ,23 ,אפקים 23 ,181809.53,670032.55,6628,54,0,527-93461,34.805503,32.123042,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,OFAKIN,34.805502566696646,32.12304316359885
122,93543,948,"חי""ש",11, ,11 ,"חי""ש 11 ",181988.42,669993.87,6628,856,0,527-93543,34.8074,32.122699,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HISH,34.80739970418949,32.12270039055247
123,93510,947,חיל המשמר,14, ,14 ,חיל המשמר 14 ,181752.75,669991.59,6628,41,0,527-93510,34.804903,32.12267,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,HEL MISHMAR,34.80490248981733,32.122671963852504
124,98782,2095,הרכש,38, ,38 ,הרכש 38 ,182163.44,669988.45,6626,154,0,527-98782,34.809255,32.122656,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HAREKHESH,34.809254473292974,32.12265729861606
125,93598,951,הנוטר,21, ,21 ,הנוטר 21 ,182069.03,669958.19,6628,118,0,527-93598,34.808256,32.12238,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HaNoter,34.808255273426866,32.12238124562029
126,134870,949,המשמר האזרחי,14, ,14 ,המשמר האזרחי 14 ,182023.78,669956.8,6628,104,0,527-134870,34.807777,32.122366,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HAMISHMAR HA'EZERAHI,34.80777583629563,32.12236720455459
127,98580,2078,רבינא,3, ,3 ,רבינא 3 ,180931.85,669908.5,6630,589,0,527-98580,34.796208,32.121893,13/03/2026 00:44:42,"א, ג, ה","ב, ו",בימים ב' ו- ד' 06:00 - 18:00,ג,א,RABINA,34.79620707795142,32.12189490538251
128,122190,2096,אופיר שיקה,27, ,27 ,אופיר שיקה 27 ,182106.39,669905.94,6626,151,0,527-122190,34.808654,32.12191,13/03/2026 00:44:42,כל השבוע,"ב, ו",בימים ב' ו- ד' 06:00 - 18:00  הגישה לרחוב זה מוגבלת  אנא הניחו את הערמה לפינוי בכתובת הרכש 21,ד,ב,SHAI.K.OPHIR,34.80865318553615,32.12191130934768
129,100077,2196,אלקחי מרדכי,6,א,6א,אלקחי מרדכי 6א,182052.75,670390.2,6628,666,0,527-100077,34.808067,32.126275,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,ELQAHI,34.80806591103626,32.1262764944048
130,100107,2196,אלקחי מרדכי,31, ,31 ,אלקחי מרדכי 31 ,182110.77,670346.95,6628,652,0,527-100107,34.808683,32.125887,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,ELQAHI,34.808682382466586,32.12588840097042
131,100094,2196,אלקחי מרדכי,19, ,19 ,אלקחי מרדכי 19 ,182073.69,670343.97,6628,661,0,527-100094,34.80829,32.125859,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,ELQAHI,34.80828958580135,32.12586026082401
132,100106,2196,אלקחי מרדכי,30, ,30 ,אלקחי מרדכי 30 ,182152.1,670327.64,6628,645,0,527-100106,34.809122,32.125714,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,ELQAHI,34.80912108304751,32.12571561554609
133,135804,2196,אלקחי מרדכי,12,א,12א,אלקחי מרדכי 12א,182041.83,670326.11,6628,663,0,527-135804,34.807953,32.125697,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,ELQAHI,34.8079526713966,32.125698153453094
134,100282,2208,גרונר דב,7, ,7 ,גרונר דב 7 ,181832.38,670184.8,6628,635,0,527-100282,34.805739,32.124415,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,GRUNER DOV,34.80573866351275,32.12441687077259
135,100162,2200,נקר מאיר,7,א,7א,נקר מאיר 7א,181965.77,670172.25,6628,685,0,527-100162,34.807153,32.124307,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,NAQAR,34.80715265758468,32.12430817013866
136,93490,946,משמר הגבול,22, ,22 ,משמר הגבול 22 ,181728.96,670110.53,6628,563,0,527-93490,34.804646,32.123742,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,MISHMAR HA-GEVUL,34.80464564967921,32.12374371062144
137,134847,947,חיל המשמר,27, ,27 ,חיל המשמר 27 ,181771.56,670101.7,6628,27,0,527-134847,34.805098,32.123664,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HEL MISHMAR,34.80509751315934,32.123665526188276
138,93716,954,ברקאי שמואל,31, ,31 ,ברקאי שמואל 31 ,182064.52,670050.72,6628,579,0,527-93716,34.808205,32.123214,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,BARKAY,34.80820381869722,32.12321551577438
139,93463,945,אפקים,25, ,25 ,אפקים 25 ,181819.56,670047.98,6628,53,0,527-93463,34.805609,32.123181,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,OFAKIN,34.805608258622094,32.12318270918439
140,93462,945,אפקים,24, ,24 ,אפקים 24 ,181842.55,670019.31,6628,67,0,527-93462,34.805854,32.122923,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,OFAKIN,34.805852938506085,32.1229249223246
141,134857,948,"חי""ש",5, ,5 ,"חי""ש 5 ",181935.99,670012.67,6628,89,0,527-134857,34.806844,32.122867,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HISH,34.806843312707514,32.12286815108885
142,93456,945,אפקים,18, ,18 ,אפקים 18 ,181827.77,669962.59,6628,64,0,527-93456,34.805699,32.122411,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,OFAKIN,34.805698531510366,32.1224129560168
143,134888,951,הנוטר,22, ,22 ,הנוטר 22 ,182096.92,669959.45,6626,126,0,527-134888,34.808551,32.122392,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,HaNoter,34.80855076781941,32.12239358362344
144,93506,947,חיל המשמר,10, ,10 ,חיל המשמר 10 ,181738.41,669951.3,6628,39,0,527-93506,34.804753,32.122306,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,HEL MISHMAR,34.80475207911307,32.122308098826366
145,93454,945,אפקים,16, ,16 ,אפקים 16 ,181815.92,669947.87,6628,63,0,527-93454,34.805574,32.122278,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,OFAKIN,34.80557360707528,32.12227983102774
146,98578,2078,רבינא,1, ,1 ,רבינא 1 ,180895.53,669894.19,6630,589,0,527-98578,34.795823,32.121763,13/03/2026 00:44:42,"א, ג, ה","ב, ו",בימים ב' ו- ד' 06:00 - 18:00,ג,א,RABINA,34.795822787757494,32.121764598383756
147,93557,949,המשמר האזרחי,5, ,5 ,המשמר האזרחי 5 ,181975.42,669891.92,6628,81,0,527-93557,34.807267,32.121779,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,HAMISHMAR HA'EZERAHI,34.80726592988338,32.12178057481474
148,90752,853,בית חורון,7, ,7 ,בית חורון 7 ,182542.56,669105.22,6627,253,0,527-90752,34.813306,32.114704,13/03/2026 00:44:42,"א, ג, ה","א, ג, ה",בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,BEYT HORON,34.81330584877253,32.11470501576349
149,90770,854,עמרי,4, ,4 ,עמרי 4 ,182596.35,669099.92,6627,240,0,527-90770,34.813877,32.114658,13/03/2026 00:44:42,"א, ג, ה","א, ג, ה",בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,לא קיים פינוי,OMRI,34.8138758970104,32.1146590083724
150,88630,804,רפידים,34,א,34א,רפידים 34א,182478.67,669086.75,6627,302,0,527-88630,34.81263,32.114535,13/03/2026 00:44:42,"א, ג, ה","א, ג, ה, ו",בימים א' ו- ג' 06:00 - 18:00,לא קיים פינוי,ו,REFIDIM,34.812629599967394,32.11453637771515
151,94355,983,קהילת פוזנא,3, ,3 ,קהילת פוזנא 3 ,183118.89,669069.22,6625,558,0,527-94355,34.819414,32.114399,13/03/2026 00:44:42,"א, ג, ה","ב,ג,ד, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ג,Kehillat Pozna,34.81941376440664,32.11439908928995
152,94358,983,קהילת פוזנא,5, ,5 ,קהילת פוזנא 5 ,183135.89,669064.53,6625,559,0,527-94358,34.819595,32.114357,13/03/2026 00:44:42,"א, ג, ה","ב,ג,ד, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ג,Kehillat Pozna,34.819594066708945,32.11435736615262
153,94367,983,קהילת פוזנא,9, ,9 ,קהילת פוזנא 9 ,183177.83,669052.37,6625,974,0,527-94367,34.820039,32.114249,13/03/2026 00:44:42,"א, ג, ה","ב,ג,ד, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ג,Kehillat Pozna,34.82003887828293,32.11424909338296
154,97979,2024,בארט אהרון,5, ,5 ,בארט אהרון 5 ,181188.75,669040.26,6649,253,0,527-97979,34.798964,32.114072,13/03/2026 00:44:42,"ב, ד, ו","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00,"ג,ו",ד,BARTH,34.79896397852046,32.11407417515768
155,132818,823,קהילת ריגה,7, ,7 ,קהילת ריגה 7 ,183250.91,669033.62,6625,895,0,527-132818,34.820815,32.114082,13/03/2026 00:44:42,"א, ג, ה","ב,ג,ד, ו",בימים א' ו- ג' 06:00 - 18:00,ד,ג,Kehillat Riga,34.820813890569056,32.114082359594136
156,132899,829,פתחיה מרגנשבורג,3, ,3 ,פתחיה מרגנשבורג 3 ,183734.53,669026.31,6623,412,0,527-132899,34.825939,32.114033,13/03/2026 00:44:42,"א, ג, ה","א, ג, ה",בימים א' ו- ג' 06:00 - 18:00,ה,ה,PETAHYA MEREGENSBURG,34.825938437300735,32.11403183421312
157,88745,806,מבצע קדש,17,א,17א,מבצע קדש 17א,182722.91,669020.9,6625,638,0,527-88745,34.815221,32.11395,13/03/2026 00:44:42,"א, ג, ה","א, ה",בימים א' ו- ג' 06:00 - 18:00,ד,ו,MIVZA KADESH,34.81521992711677,32.11395059584244
158,97922,2022,טאגור רבינדרנת,11, ,11 ,טאגור רבינדרנת 11 ,180884.92,669017.89,6649,307,0,527-97922,34.795746,32.11386,13/03/2026 00:44:42,"א, ג, ה","א, ג, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ג,לא קיים פינוי,TAGORE,34.79574557798481,32.11386205642142
159,100509,2223,אביגור,8, ,8 ,אביגור 8 ,180716.67,670820.19,6620,29,0,527-100509,34.793891,32.130107,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00  הגישה לרחוב זה מוגבלת  אנא הניחו את הערמה לפינוי בכתובת גרינברג אורי צבי 5,ב,ה,AVIGUR,34.793890219500774,32.13010884382798
160,135773,2192,דרזנר יחיאל,31, ,31 ,דרזנר יחיאל 31 ,181858.21,670517.45,6628,728,0,527-135773,34.806,32.127416,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,DREZNER DOV,34.80599932236548,32.12741752595749
161,135782,2192,דרזנר יחיאל,47, ,47 ,דרזנר יחיאל 47 ,181919.74,670509.25,6628,730,0,527-135782,34.806653,32.127344,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ה, ו",בימים ב' ו- ד' 06:00 - 18:00,ד,ב,DREZNER DOV,34.80665169505092,32.12734560302225
